UserId,EmplId,Level,Permissions,Role,Branch,Bank,Ezor
Z173290,173290,3,4,009,0,31,0
Z173290,173290,3,9,009,0,31,0
Z173290,173290,4,121,009,0,31,0
Z173290,173290,4,094,009,0,31,0
Z173290,173290,4,020,009,0,31,0
Z173290,173290,4,055,009,0,31,0
Z173290,173290,4,101,009,0,31,0
Z173290,173290,4,119,009,0,31,0
Z173290,173290,4,065,009,0,31,0
Z173290,173290,4,093,009,0,31,0
Z173290,173290,4,045,009,0,31,0
Z173290,173290,4,115,009,0,31,0
U510506,510506,2,14,011,0,14,0
Z126667,126667,4,004,011,012,31,31
Z126667,126667,3,2,011,012,31,31
Z126667,126667,2,52,011,012,31,31
Z126667,126667,2,26,011,012,31,31
Z126667,126667,3,3,011,012,31,31
U510406,510406,2,14,011,389,14,0
U510410,510410,2,14,008,389,14,0
U510388,510388,2,14,011,389,14,0
U173290,173290,4,275,011,060,31,0
U173290,173290,4,289,011,060,31,0
U173290,173290,4,278,011,060,31,0
U173290,173290,4,287,011,060,31,0
U173290,173290,3,4,011,060,31,0
U173290,173290,3,9,011,060,31,0
U173290,173290,4,121,011,060,31,0
U173290,173290,4,094,011,060,31,0
U173290,173290,4,020,011,060,31,0
U173290,173290,4,055,011,060,31,0
U173290,173290,4,101,011,060,31,0
U173290,173290,4,119,011,060,31,0
U173290,173290,4,065,011,060,31,0
U173290,173290,4,093,011,060,31,0
U173290,173290,4,045,011,060,31,0
U173290,173290,4,115,011,060,31,0
U172634,172634,4,127,011,060,31,0
U172634,172634,4,041,011,060,31,0
U172634,172634,4,280,011,060,31,0
U172634,172634,4,276,011,060,31,0
U172634,172634,3,6,011,060,31,0
U172634,172634,2,52,011,060,31,0
U172634,172634,4,028,011,060,31,0
U172634,172634,4,034,011,060,31,0
U172634,172634,4,023,011,060,31,0
U172634,172634,4,110,011,060,31,0
U172634,172634,4,095,011,060,31,0
U172634,172634,4,082,011,060,31,0
U171832,171832,4,289,011,060,31,0
U171832,171832,4,004,011,060,31,0
U171832,171832,3,2,011,060,31,0
U171832,171832,2,52,011,060,31,0
U075906,075906,4,004,011,060,31,41
U075906,075906,4,127,011,060,31,41
U075906,075906,4,041,011,060,31,41
U075906,075906,4,280,011,060,31,41
U075906,075906,4,276,011,060,31,41
U075906,075906,3,6,011,060,31,41
U075906,075906,3,2,011,060,31,41
U075906,075906,2,52,011,060,31,41
U075906,075906,2,26,011,060,31,41
U075906,075906,3,3,011,060,31,41
U075906,075906,4,028,011,060,31,41
U075906,075906,4,034,011,060,31,41
U075906,075906,4,023,011,060,31,41
U075906,075906,4,110,011,060,31,41
U075906,075906,4,095,011,060,31,41
U075906,075906,4,082,011,060,31,41
U123269,123269,4,004,011,060,31,0
U123269,123269,3,4,011,060,31,0
U123269,123269,3,9,011,060,31,0
U123269,123269,3,2,011,060,31,0
U123269,123269,4,020,011,060,31,0
U123269,123269,4,055,011,060,31,0
U123269,123269,4,119,011,060,31,0
U103217,103217,4,127,011,060,31,0
U103217,103217,4,041,011,060,31,0
U103217,103217,3,6,011,060,31,0
U103217,103217,2,52,011,060,31,0
U103217,103217,4,028,011,060,31,0
U103217,103217,4,082,011,060,31,0
U132748,132748,4,004,011,060,31,62
U132748,132748,3,6,011,060,31,62
U132748,132748,3,2,011,060,31,62
U132748,132748,2,52,011,060,31,62
U132748,132748,2,26,011,060,31,62
D138932,138932,2,14,011,284,31,0
D138932,138932,2,31,011,284,31,0
B511233,511233,4,377,013,377,14,72
B510305,510305,4,344,013,344,14,72
B511108,511108,4,363,013,363,14,72
B510265,510265,4,397,013,349,14,72
B174300,174300,4,004,013,004,31,92
B510122,510122,4,315,013,315,14,72
B510452,510452,4,343,013,343,14,72
B510127,510127,4,343,013,343,14,72
B167363,167363,4,030,013,030,31,31
B510148,510148,4,367,013,367,14,72
B510144,510144,4,367,013,367,14,72
B166766,166766,4,064,013,064,31,62
B079928,079928,4,188,013,188,52,51
B156035,156035,4,048,013,048,31,92
B022640,022640,4,003,013,003,31,41
B164569,164569,4,076,013,076,31,31
B152439,152439,4,052,013,052,31,23
B174904,174904,4,008,013,008,31,23
B156302,156302,4,182,013,182,52,51
B150193,150193,4,061,013,061,31,31
B522121,522121,4,502,013,502,46,73
B521945,521945,4,516,013,501,46,73
B143707,143707,4,046,013,046,31,46
B157465,157465,4,074,013,074,31,31
B522078,522078,4,539,013,539,46,73
B521970,521970,4,502,013,508,46,73
B521970,521970,4,508,013,508,46,73
B521956,521956,4,515,013,515,46,73
B522087,522087,4,511,013,511,46,73
B522103,522103,4,527,013,527,46,73
B521947,521947,4,539,013,539,46,73
B521921,521921,4,509,013,509,46,73
B522152,522152,4,514,013,504,46,73
B522102,522102,4,539,013,539,46,73
B521938,521938,4,512,013,512,46,73
B522100,522100,4,501,013,501,46,73
B522186,522186,4,503,013,503,46,73
B166081,166081,4,124,013,124,31,62
B163481,163481,4,188,013,188,52,51
B510630,510630,4,375,013,375,14,72
B511209,511209,4,316,013,316,14,72
Z501608,501608,4,274,013,274,26,81
Z501442,501442,4,289,013,289,26,81
Z500227,500227,4,289,013,289,26,81
B503016,503016,4,277,013,288,26,81
B503016,503016,4,288,013,288,26,81
B085642,085642,4,035,013,035,31,62
B169374,169374,4,028,013,028,31,41
B168971,168971,4,109,013,109,31,31
B149454,149454,4,051,013,051,31,62
B090670,090670,4,024,013,024,31,62
B077690,077690,4,037,013,037,31,62
B510160,510160,4,357,013,357,14,72
B154016,154016,4,093,013,082,31,41
B154016,154016,4,082,013,082,31,41
B174424,174424,4,118,013,118,31,31
B510740,510740,4,363,013,363,14,72
B510735,510735,4,363,013,363,14,72
B510749,510749,4,363,013,363,14,72
B510737,510737,4,363,013,363,14,72
B511100,511100,4,395,013,395,14,72
B510637,510637,4,395,013,395,14,72
Z103608,103608,4,033,009,033,31,31
Z103608,103608,2,52,009,033,31,31
Z103608,103608,2,26,009,033,31,31
Z103608,103608,3,3,009,033,31,31
B503023,503023,4,279,013,279,26,81
Z090670,090670,4,183,013,091,31,23
Z090670,090670,4,091,013,091,31,23
Z132586,132586,4,125,013,125,31,62
Z085049,085049,4,062,013,062,31,31
Z027138,027138,4,190,013,190,52,51
B163295,163295,4,034,013,034,31,62
Z150819,150819,4,119,013,119,31,31
B172359,172359,4,093,013,093,31,41
B157996,157996,4,038,013,038,31,62
B173703,173703,4,190,013,190,52,51
B705202,705202,4,190,013,190,52,51
B510213,510213,4,369,013,369,14,72
B510712,510712,4,362,013,362,14,72
B510333,510333,4,363,013,363,14,72
B162906,162906,4,007,013,007,31,23
B162744,162744,4,118,013,118,31,31
Z089486,089486,4,046,013,046,31,46
B508054,508054,4,288,013,288,26,81
Z132632,132632,4,052,013,052,31,23
B128562,128562,4,064,013,064,31,62
B174238,174238,4,180,013,180,52,51
B501998,501998,4,288,013,288,26,81
Z091324,091324,4,021,013,021,31,62
B163341,163341,4,190,013,185,52,51
B149292,149292,4,052,013,052,31,23
B501985,501985,4,279,013,279,26,81
U172863,172863,4,190,013,190,52,51
B172197,172197,4,190,013,190,52,51
B170682,170682,4,062,013,062,31,31
B170682,170682,4,030,013,062,31,31
U171832,171832,4,289,011,060,31,0
U171832,171832,4,004,011,060,31,0
U171832,171832,3,2,011,060,31,0
U171832,171832,2,52,011,060,31,0
B168424,168424,4,039,013,039,31,41
M127793,171549,4,032,013,032,31,41
B509192,509192,4,287,013,287,26,81
B170410,170410,4,183,013,183,52,51
B168823,168823,4,064,013,064,31,62
B165042,165042,4,187,013,187,52,51
B127922,127922,4,027,013,027,31,23
U033073,033073,4,075,013,075,31,92
B148865,148865,4,037,013,067,31,41
B148865,148865,4,067,013,067,31,41
B501937,501937,4,280,013,280,26,81
B501966,501966,4,275,013,275,26,81
B501969,501969,4,278,013,278,26,81
B168890,168890,4,046,013,046,31,46
B140694,140694,4,051,013,051,31,62
B117595,117595,4,021,013,021,31,62
B145459,145459,4,046,013,046,31,46
B165581,165581,4,128,013,114,31,31
M125999,170771,2,14,013,295,31,0
M125999,170771,4,295,013,295,31,0
M125999,170771,2,52,013,295,31,0
M125999,170771,2,31,013,295,31,0
B167444,167444,4,012,013,012,31,31
B165808,165808,4,026,013,026,31,92
D704898,704898,3,3,013,284,31,0
B169137,169137,4,190,013,190,52,51
B170054,170054,4,120,013,120,31,23
B510032,510032,4,316,013,350,14,72
B510032,510032,4,350,013,350,14,72
B510048,510048,4,350,013,350,14,72
B510047,510047,2,14,013,378,14,72
B510047,510047,4,347,013,378,14,72
B510047,510047,4,378,013,378,14,72
B510022,510022,4,372,013,372,14,72
B510049,510049,4,380,013,380,14,72
B510049,510049,4,365,013,380,14,72
B510026,510026,4,398,013,398,14,72
B510054,510054,4,386,013,386,14,72
B510021,510021,4,362,013,362,14,72
B510045,510045,4,357,013,357,14,72
B510044,510044,4,316,013,316,14,72
B510044,510044,4,361,013,316,14,72
B510023,510023,4,363,013,363,14,72
B510039,510039,2,14,013,338,14,72
B510039,510039,4,338,013,338,14,72
B510028,510028,4,375,013,375,14,72
B510025,510025,4,376,013,376,14,72
B510029,510029,4,355,013,378,14,72
B510029,510029,4,378,013,378,14,72
B510041,510041,4,355,013,355,14,72
B510041,510041,4,395,013,355,14,72
B510036,510036,4,348,013,348,14,72
B510051,510051,4,338,013,338,14,72
B510050,510050,2,14,013,367,14,72
B510050,510050,4,367,013,367,14,72
B510030,510030,4,363,013,363,14,72
B510020,510020,4,362,013,362,14,72
B510024,510024,4,392,013,392,14,72
B165549,165549,4,065,013,045,31,41
B165549,165549,4,045,013,045,31,41
B164747,164747,4,037,013,037,31,62
B167568,167568,4,190,013,190,52,51
B167150,167150,4,130,013,130,31,23
B510570,510570,4,363,013,363,14,72
B128120,128120,4,036,013,036,31,62
B100420,100420,4,022,013,022,31,62
B163406,163406,4,006,013,006,31,92
B163740,163740,4,128,013,128,31,31
B163740,163740,4,012,013,128,31,31
B138835,138835,4,022,013,022,31,62
B162760,162760,4,034,013,034,31,62
B166219,166219,4,052,013,004,31,92
B166219,166219,4,004,013,004,31,92
B166820,166820,4,002,013,002,31,23
B164836,164836,4,050,013,050,31,23
B167606,167606,4,101,013,101,31,41
B509144,509144,4,287,013,287,26,81
M144163,165891,2,14,013,0,31,0
M144163,165891,2,52,013,0,31,0
M144163,165891,2,31,013,0,31,0
B508050,508050,4,288,013,288,26,81
B163422,163422,4,046,013,046,31,46
B164305,164305,4,190,013,190,52,51
B162922,162922,4,032,013,032,31,41
B163880,163880,4,094,013,094,31,41
B104329,104329,4,037,013,037,31,62
B163538,163538,4,044,013,044,31,92
B510080,510080,4,363,013,363,14,72
B510074,510074,4,355,013,355,14,72
B510083,510083,4,361,013,361,14,72
B510079,510079,4,369,013,369,14,72
B510068,510068,4,363,013,363,14,72
B128848,128848,4,045,013,094,31,41
B163570,163570,4,126,013,126,31,92
B508042,508042,4,288,013,288,26,81
B500992,500992,4,288,013,288,26,81
B500829,500829,4,288,013,288,26,81
B504005,504005,4,288,013,288,26,81
B152455,152455,4,177,013,177,52,51
B140686,140686,4,006,013,006,31,92
B138169,138169,4,125,013,125,31,62
B150266,150266,4,181,013,181,52,51
B164623,164623,4,124,013,124,31,62
B165182,165182,4,131,013,131,31,23
B165182,165182,4,112,013,131,31,23
B164496,164496,4,051,013,051,31,62
B501841,501841,4,287,013,287,26,81
B509127,509127,4,287,013,287,26,81
B162728,162728,4,052,013,052,31,23
B508048,508048,4,288,013,288,26,81
B150800,150800,4,190,013,190,52,51
B150827,150827,4,110,013,110,31,62
B162639,162639,4,012,013,012,31,31
B162310,162310,4,048,013,048,31,92
B162272,162272,4,029,013,029,31,31
B162280,162280,4,059,013,059,31,23
B162132,162132,4,182,013,182,52,51
B162167,162167,4,188,013,188,52,51
B161888,161888,4,185,013,185,52,51
B161837,161837,4,046,013,046,31,46
B161721,161721,4,182,013,182,52,51
B161713,161713,4,039,013,039,31,41
B161691,161691,4,046,013,046,31,46
B161594,161594,4,183,013,183,52,51
B161357,161357,4,177,013,177,52,51
B161616,161616,4,114,013,114,31,31
B161470,161470,4,095,013,095,31,62
B161349,161349,4,027,013,027,31,23
B161322,161322,4,093,013,093,31,41
B161292,161292,4,022,013,022,31,62
B087114,087114,4,188,013,188,52,51
B161063,161063,4,188,013,188,52,51
B160741,160741,4,029,013,029,31,31
B160830,160830,4,065,013,065,31,41
B160849,160849,4,185,013,185,52,51
B159476,159476,4,021,013,021,31,62
B160431,160431,4,180,013,180,52,51
B160504,160504,4,188,013,188,52,51
B160547,160547,4,131,013,082,31,41
B160547,160547,4,082,013,082,31,41
B160377,160377,4,027,013,027,31,23
B160121,160121,4,065,013,065,31,41
B160032,160032,4,046,013,046,31,46
B160075,160075,4,051,013,051,31,62
B160091,160091,4,024,013,024,31,62
B160008,160008,4,064,013,064,31,62
B159999,159999,4,024,013,024,31,62
B159816,159816,4,094,013,094,31,41
B159719,159719,4,092,013,092,31,62
B159727,159727,4,064,013,064,31,62
B159700,159700,4,032,013,032,31,41
Z069884,069884,4,046,013,046,31,46
B159646,159646,4,048,013,048,31,92
B158844,158844,4,024,013,024,31,62
Z076481,076481,4,046,013,046,31,46
B159387,159387,4,094,013,094,31,41
Z047295,047295,4,046,013,046,31,46
Z115134,115134,4,046,013,046,31,46
B159247,159247,4,183,013,183,52,51
B159239,159239,4,037,013,037,31,62
B159050,159050,4,006,013,006,31,92
B158631,158631,4,185,013,185,52,51
B158585,158585,4,003,013,003,31,41
B158550,158550,4,114,013,114,31,31
B158240,158240,4,190,013,190,52,51
B158372,158372,4,076,013,076,31,31
B158267,158267,4,024,013,024,31,62
B158275,158275,4,037,013,037,31,62
B158259,158259,4,059,013,059,31,23
B106143,106143,4,078,013,078,31,41
B158003,158003,4,114,013,114,31,31
B157880,157880,4,189,013,189,52,51
B157864,157864,4,001,013,002,31,23
B157686,157686,4,076,013,076,31,31
B157759,157759,4,024,013,024,31,62
B157724,157724,4,038,013,038,31,62
B157538,157538,4,186,013,186,52,51
B142174,142174,4,059,013,059,31,23
B157430,157430,4,007,013,007,31,23
B157473,157473,4,074,013,074,31,31
B157295,157295,4,179,013,179,52,51
B157333,157333,4,006,013,006,31,92
B157163,157163,4,005,013,005,31,23
B157112,157112,4,022,013,022,31,62
B157031,157031,4,007,013,007,31,23
B156566,156566,4,046,013,046,31,46
B156272,156272,4,126,013,126,31,92
B156795,156795,4,059,013,001,31,23
B159018,159018,4,185,013,185,52,51
B156574,156574,4,003,013,003,31,41
B156493,156493,4,046,013,046,31,46
B156396,156396,4,180,013,189,52,51
B001473,001473,4,061,013,061,31,31
B156698,156698,4,175,013,175,52,51
B156264,156264,4,044,013,044,31,92
B156116,156116,4,183,013,183,52,51
B155756,155756,4,179,013,179,52,51
B155977,155977,4,055,013,055,31,41
B155713,155713,4,070,013,070,31,23
B153338,153338,4,046,013,046,31,46
B155411,155411,4,033,013,033,31,31
B132616,132616,4,185,013,185,52,51
B150592,150592,4,185,013,185,52,51
B150592,150592,4,179,013,185,52,51
B155683,155683,4,118,013,118,31,31
B146404,146404,4,045,013,045,31,41
B146404,146404,4,039,013,045,31,41
B111937,111937,4,032,013,032,31,41
B138258,138258,4,024,013,024,31,62
B139637,139637,4,112,013,112,31,23
B107778,107778,4,046,013,046,31,46
B062332,062332,4,024,013,024,31,62
B030007,030007,4,064,013,064,31,62
B130257,130257,4,046,013,046,31,46
B024287,024287,4,046,013,046,31,46
B128694,128694,4,046,013,046,31,46
B007668,007668,4,046,013,046,31,46
B057584,057584,4,046,013,046,31,46
B041041,041041,4,046,013,046,31,46
Z001546,001546,4,046,013,046,31,46
B014877,014877,4,046,013,046,31,46
B021520,021520,4,046,013,046,31,46
B102725,102725,4,046,013,046,31,46
B013706,013706,4,046,013,046,31,46
B109401,109401,4,006,013,006,31,92
B006092,006092,4,046,013,046,31,46
B102636,102636,4,046,013,046,31,46
B022756,022756,4,046,013,046,31,46
B064246,064246,4,046,013,046,31,46
B026824,026824,4,046,013,046,31,46
B103292,103292,4,046,013,046,31,46
B115088,115088,4,046,013,046,31,46
B144282,144282,4,046,013,046,31,46
B049654,049654,4,046,013,046,31,46
B057509,057509,4,046,013,046,31,46
B145041,145041,4,046,013,046,31,46
B013641,013641,4,046,013,046,31,46
B022918,022918,4,046,013,046,31,46
B006912,006912,4,046,013,046,31,46
B023922,023922,4,046,013,046,31,46
B052396,052396,4,046,013,046,31,46
B132314,132314,4,046,013,046,31,46
B085782,085782,4,046,013,046,31,46
B039624,039624,4,046,013,046,31,46
B033413,033413,4,046,013,046,31,46
B068721,068721,4,046,013,046,31,46
B138223,138223,4,046,013,046,31,46
B110043,110043,4,046,013,046,31,46
B108367,108367,4,067,013,067,31,41
B105201,105201,4,046,013,046,31,46
B055956,055956,4,046,013,046,31,46
B030198,030198,4,046,013,046,31,46
B022543,022543,4,046,013,046,31,46
B108464,108464,4,051,013,051,31,62
B031496,031496,4,009,013,009,31,23
B018007,018007,4,009,013,009,31,23
B126411,126411,4,004,013,004,31,92
U131555,131555,4,004,013,116,31,23
B070645,070645,4,004,013,004,31,92
B031585,031585,4,004,013,004,31,92
B023590,023590,4,046,013,046,31,46
B041068,041068,4,046,013,046,31,46
B070602,070602,4,004,013,004,31,92
B154768,154768,4,174,013,174,52,51
B154407,154407,4,186,013,186,52,51
B007277,007277,4,186,013,186,52,51
B081132,081132,4,186,013,186,52,51
B109495,109495,4,186,013,186,52,51
B064645,064645,4,186,013,186,52,51
B105775,105775,4,186,013,186,52,51
B150053,150053,4,041,013,041,31,41
B154962,154962,4,051,013,051,31,62
B131997,131997,4,012,013,012,31,31
B155551,155551,4,127,013,127,31,41
B153109,153109,4,177,013,177,52,51
B151262,151262,4,175,013,175,52,51
B112046,112046,4,185,013,185,52,51
B025925,025925,4,172,013,172,52,51
B025925,025925,4,175,013,172,52,51
B017388,017388,4,185,013,185,52,51
B028312,028312,4,024,013,024,31,62
B026050,026050,4,041,013,041,31,41
B036994,036994,4,036,013,036,31,62
B070726,070726,4,051,013,051,31,62
B016349,016349,4,002,013,002,31,23
B086568,086568,4,002,013,002,31,23
B027618,027618,4,002,013,002,31,23
B152730,152730,4,035,013,035,31,62
B110914,110914,4,036,013,036,31,62
B056553,056553,4,036,013,036,31,62
B059099,059099,4,051,013,051,31,62
B087955,087955,4,029,013,029,31,31
B032875,032875,4,029,013,029,31,31
B038423,038423,4,029,013,029,31,31
B058475,058475,4,029,013,029,31,31
B015407,015407,4,183,013,188,52,51
B015407,015407,4,188,013,188,52,51
B041823,041823,4,029,013,029,31,31
B144185,144185,4,012,013,012,31,31
B141550,141550,4,179,013,179,52,51
B127264,127264,4,004,013,004,31,92
B084581,084581,4,004,013,004,31,92
B069337,069337,4,004,013,004,31,92
B041203,041203,4,004,013,004,31,92
B040622,040622,4,112,013,112,31,23
B032964,032964,4,037,013,037,31,62
B010944,010944,4,004,013,004,31,92
B100226,100226,4,027,013,027,31,23
B109614,109614,4,024,013,024,31,62
B068527,068527,4,064,013,064,31,62
B026085,026085,4,029,013,029,31,31
B060097,060097,4,006,013,006,31,92
B120235,120235,4,006,013,006,31,92
B114898,114898,4,006,013,006,31,92
B092029,092029,4,006,013,006,31,92
B023264,023264,4,006,013,006,31,92
B021504,021504,4,006,013,006,31,92
B122890,122890,4,006,013,006,31,92
B047872,047872,4,006,013,006,31,92
B006939,006939,4,006,013,006,31,92
B106674,106674,4,006,013,006,31,92
B154245,154245,4,009,013,009,31,23
B011584,011584,4,005,013,005,31,23
B061158,061158,4,005,013,005,31,23
B022217,022217,4,005,013,005,31,23
B131539,131539,4,005,013,005,31,23
B033146,033146,4,045,013,045,31,41
B048305,048305,4,045,013,045,31,41
B084271,084271,4,045,013,045,31,41
B090026,090026,4,045,013,045,31,41
B039845,039845,4,045,013,045,31,41
B129631,129631,4,012,013,012,31,31
B121665,121665,4,128,013,028,31,41
B121665,121665,4,028,013,028,31,41
B142972,142972,4,012,013,012,31,31
B011371,011371,4,012,013,012,31,31
B024961,024961,4,012,013,012,31,31
