UserId,EmplId,Level,Permissions,Role,Branch,Bank,Ezor
B015679,015679,4,012,013,012,31,31
B025143,025143,4,012,013,012,31,31
B117528,117528,4,012,013,012,31,31
B015938,015938,4,012,013,012,31,31
B129267,129267,4,046,013,046,31,46
B081051,081051,4,002,013,002,31,23
B160946,160946,4,188,013,188,52,51
B144541,144541,4,176,013,176,52,51
B061999,061999,4,188,013,188,52,51
B016535,016535,4,188,013,188,52,51
B152943,152943,4,188,013,188,52,51
B062014,062014,4,188,013,188,52,51
B128988,128988,4,181,013,181,52,51
B128988,128988,4,176,013,181,52,51
B121487,121487,4,176,013,176,52,51
B145319,145319,4,126,013,126,31,92
B136530,136530,4,126,013,126,31,92
B125881,125881,4,126,013,126,31,92
B125997,125997,4,002,013,001,31,23
B125997,125997,4,001,013,001,31,23
B014249,014249,4,064,013,064,31,62
B115835,115835,4,012,013,012,31,31
B029963,029963,4,006,013,006,31,92
B137324,137324,4,024,013,024,31,62
B061905,061905,4,188,013,188,52,51
B027456,027456,4,188,013,188,52,51
B117706,117706,4,188,013,188,52,51
B157023,157023,4,180,013,180,52,51
B148547,148547,4,188,013,188,52,51
B146056,146056,4,176,013,176,52,51
B079146,079146,4,188,013,188,52,51
B090158,090158,4,188,013,188,52,51
B009237,009237,4,050,013,050,31,23
B104094,104094,4,050,013,050,31,23
B078972,078972,4,050,013,050,31,23
B024341,024341,4,050,013,050,31,23
B129585,129585,4,050,013,050,31,23
B017655,017655,4,050,013,050,31,23
B126039,126039,4,050,013,050,31,23
B023647,023647,4,050,013,050,31,23
B152811,152811,4,017,013,017,31,31
B152811,152811,4,061,013,017,31,31
B126012,126012,4,017,013,061,31,31
B126012,126012,4,061,013,061,31,31
B144983,144983,4,017,013,017,31,31
B139033,139033,4,061,013,061,31,31
B139807,139807,4,012,013,016,31,31
B139807,139807,4,016,013,016,31,31
B132101,132101,4,127,013,127,31,41
B066885,066885,4,004,013,004,31,92
B069183,069183,4,008,013,008,31,23
B019240,019240,4,009,013,009,31,23
B133620,133620,4,076,013,076,31,31
B154601,154601,4,179,013,179,52,51
B154571,154571,4,041,013,041,31,41
B127086,127086,4,188,013,188,52,51
B009954,009954,4,188,013,188,52,51
B123064,123064,4,017,013,017,31,31
B106089,106089,4,176,013,176,52,51
B146919,146919,4,181,013,181,52,51
B003220,003220,4,032,013,032,31,41
B010138,010138,4,029,013,029,31,31
B070971,070971,4,012,013,012,31,31
B054372,054372,4,008,013,008,31,23
B150606,150606,4,183,013,183,52,51
B021962,021962,4,006,013,006,31,92
B139718,139718,4,074,013,074,31,31
B064505,064505,4,012,013,012,31,31
B078034,078034,4,002,013,002,31,23
B153559,153559,4,028,013,028,31,41
B062855,062855,4,008,013,008,31,23
B108456,108456,4,009,013,009,31,23
B025070,025070,4,008,013,008,31,23
B027073,027073,4,008,013,008,31,23
B054852,054852,4,008,013,008,31,23
B145114,145114,4,110,013,110,31,62
B029378,029378,4,028,013,028,31,41
B131180,131180,4,038,013,038,31,62
B112208,112208,4,028,013,028,31,41
B079855,079855,4,006,013,006,31,92
B024929,024929,4,002,013,002,31,23
B022225,022225,4,112,013,112,31,23
B022225,022225,4,009,013,112,31,23
B154776,154776,4,021,013,021,31,62
B129860,129860,4,015,013,015,31,31
B137987,137987,4,016,013,016,31,31
B135860,135860,4,013,013,013,31,31
B135860,135860,4,012,013,013,31,31
B130168,130168,4,013,013,013,31,31
B014192,014192,4,012,013,012,31,31
B091340,091340,4,023,013,023,31,62
B018627,018627,4,002,013,002,31,23
B024104,024104,4,006,013,006,31,92
B115401,115401,4,006,013,006,31,92
B140996,140996,4,013,013,013,31,31
B123919,123919,4,180,013,180,52,51
B131873,131873,4,039,013,039,31,41
B126829,126829,4,032,013,045,31,41
B126829,126829,4,045,013,045,31,41
B024791,024791,4,032,013,032,31,41
B046612,046612,4,032,013,032,31,41
B080101,080101,4,032,013,032,31,41
B072346,072346,4,032,013,032,31,41
B086940,086940,4,032,013,032,31,41
B117307,117307,4,119,013,119,31,31
B145777,145777,4,055,013,055,31,41
B145777,145777,4,101,013,055,31,41
B104159,104159,4,032,013,032,31,41
B116106,116106,4,029,013,029,31,31
B079758,079758,4,008,013,008,31,23
B009571,009571,4,034,013,034,31,62
B105562,105562,4,033,013,033,31,31
B041238,041238,4,009,013,009,31,23
B033944,033944,4,017,013,017,31,31
B145378,145378,4,017,013,017,31,31
B130885,130885,4,012,013,012,31,31
B110299,110299,4,114,013,114,31,31
B110299,110299,4,012,013,114,31,31
B072028,072028,4,012,013,012,31,31
B065188,065188,4,074,013,074,31,31
B055832,055832,4,012,013,012,31,31
B039926,039926,4,012,013,012,31,31
B032727,032727,4,012,013,012,31,31
B024953,024953,4,012,013,012,31,31
B019747,019747,4,012,013,012,31,31
B005266,005266,4,012,013,012,31,31
B088897,088897,4,064,013,064,31,62
B114243,114243,4,125,013,125,31,62
B087963,087963,4,129,013,129,31,93
B103624,103624,4,029,013,029,31,31
B103586,103586,4,017,013,017,31,31
B089982,089982,4,051,013,051,31,62
B070521,070521,4,029,013,029,31,31
B110353,110353,4,006,013,006,31,92
B049441,049441,4,005,013,005,31,23
B145432,145432,4,017,013,017,31,31
B117242,117242,4,012,013,012,31,31
B124168,124168,4,111,013,111,31,23
B116955,116955,4,024,013,024,31,62
B014141,014141,4,001,013,001,31,23
B048267,048267,4,001,013,001,31,23
B091499,091499,4,001,013,001,31,23
B128864,128864,4,001,013,001,31,23
B027189,027189,4,024,013,024,31,62
B120227,120227,4,032,013,032,31,41
B136034,136034,4,035,013,035,31,62
B137421,137421,4,036,013,036,31,62
B072559,072559,4,036,013,036,31,62
B115371,115371,4,124,013,095,31,62
B115371,115371,4,095,013,095,31,62
B115029,115029,4,028,013,028,31,41
B114529,114529,4,036,013,036,31,62
B066532,066532,4,017,013,017,31,31
B065676,065676,4,029,013,029,31,31
B116475,116475,4,029,013,029,31,31
B132454,132454,4,002,013,002,31,23
B122076,122076,4,020,013,020,31,62
B126705,126705,4,006,013,006,31,92
B069779,069779,4,034,013,034,31,62
B124494,124494,4,017,013,017,31,31
B136816,136816,4,034,013,034,31,62
B136816,136816,4,095,013,034,31,62
B065447,065447,4,036,013,036,31,62
B015768,015768,4,125,013,125,31,62
B025496,025496,4,002,013,002,31,23
B147087,147087,4,189,013,189,52,51
B132284,132284,4,189,013,189,52,51
B094234,094234,4,176,013,176,52,51
B108502,108502,4,189,013,189,52,51
B016691,016691,4,189,013,189,52,51
B025968,025968,4,188,013,188,52,51
B080470,080470,4,045,013,045,31,41
B080470,080470,4,115,013,045,31,41
B127787,127787,4,029,013,029,31,31
B033014,033014,4,039,013,039,31,41
B040045,040045,4,034,013,034,31,62
B141305,141305,4,177,013,177,52,51
B026166,026166,4,185,013,185,52,51
B009520,009520,4,182,013,182,52,51
B025976,025976,4,185,013,185,52,51
B025895,025895,4,185,013,185,52,51
B025852,025852,4,175,013,175,52,51
B107298,107298,4,048,013,048,31,92
B125016,125016,4,032,013,032,31,41
B012602,012602,4,007,013,007,31,23
B155349,155349,4,180,013,180,52,51
B140058,140058,4,012,013,012,31,31
B073946,073946,4,017,013,017,31,31
B153311,153311,4,187,013,187,52,51
B082899,082899,4,187,013,187,52,51
B115746,115746,4,187,013,187,52,51
B112445,112445,4,046,013,046,31,46
B030074,030074,4,017,013,017,31,31
B105929,105929,4,002,013,002,31,23
B023663,023663,4,048,013,048,31,92
B023663,023663,4,115,013,048,31,92
B114235,114235,4,026,013,026,31,92
B125008,125008,4,026,013,026,31,92
B050245,050245,4,026,013,026,31,92
B087556,087556,4,026,013,026,31,92
B141267,141267,4,026,013,026,31,92
B152951,152951,4,117,013,117,31,23
B030392,030392,4,059,013,059,31,23
B123617,123617,4,008,013,008,31,23
B120278,120278,4,112,013,130,31,23
B120278,120278,4,130,013,130,31,23
B121622,121622,4,051,013,051,31,62
B008923,008923,4,034,013,034,31,62
B022993,022993,4,035,013,035,31,62
B060968,060968,4,035,013,035,31,62
B068276,068276,4,035,013,035,31,62
U025755,025755,4,048,013,048,31,0
B021083,021083,4,110,013,110,31,62
B154695,154695,4,183,013,183,52,51
B153346,153346,4,181,013,181,52,51
B149187,149187,4,180,013,180,52,51
B144142,144142,4,180,013,180,52,51
B119938,119938,4,093,013,093,31,41
B072230,072230,4,029,013,029,31,31
B140066,140066,4,020,013,020,31,62
B091367,091367,4,095,013,095,31,62
B143499,143499,4,082,013,082,31,41
B043362,043362,4,095,013,095,31,62
B140392,140392,4,029,013,029,31,31
B112135,112135,4,029,013,029,31,31
B022276,022276,4,076,013,076,31,31
B141607,141607,4,082,013,082,31,41
B140147,140147,4,082,013,082,31,41
B083550,083550,4,012,013,012,31,31
B042633,042633,4,016,013,016,31,31
B120987,120987,4,067,013,067,31,41
B023086,023086,4,128,013,128,31,31
B132004,132004,4,128,013,128,31,31
B084778,084778,4,114,013,114,31,31
B083666,083666,4,002,013,002,31,23
B147451,147451,4,181,013,181,52,51
B048909,048909,4,035,013,035,31,62
B017639,017639,4,006,013,006,31,92
B132799,132799,4,124,013,035,31,62
B132799,132799,4,035,013,035,31,62
B155225,155225,4,021,013,021,31,62
B155225,155225,4,036,013,021,31,62
B155152,155152,4,023,013,023,31,62
B027227,027227,4,127,013,127,31,41
B060313,060313,4,023,013,023,31,62
B005541,005541,4,022,013,022,31,62
B009288,009288,4,022,013,022,31,62
B092096,092096,4,022,013,022,31,62
B075914,075914,4,022,013,022,31,62
B073180,073180,4,022,013,022,31,62
B145718,145718,4,029,013,029,31,31
B021539,021539,4,009,013,009,31,23
B123390,123390,4,064,013,064,31,62
B027294,027294,4,182,013,182,52,51
B140112,140112,4,059,013,059,31,23
B137073,137073,4,125,013,125,31,62
B136506,136506,4,124,013,124,31,62
B074918,074918,4,029,013,029,31,31
B144975,144975,4,017,013,017,31,31
B029904,029904,4,172,013,172,52,51
B029904,029904,4,182,013,172,52,51
B092967,092967,4,023,013,023,31,62
B153737,153737,4,035,013,035,31,62
B142476,142476,4,065,013,065,31,41
B045756,045756,4,002,013,002,31,23
B140082,140082,4,126,013,126,31,92
B048879,048879,4,006,013,006,31,92
B039462,039462,4,065,013,065,31,41
B048313,048313,4,023,013,023,31,62
B018724,018724,4,030,013,030,31,31
B056596,056596,4,017,013,017,31,31
B150320,150320,4,051,013,051,31,62
B127434,127434,4,001,013,001,31,23
B137669,137669,4,121,013,121,31,41
B007315,007315,4,110,013,110,31,62
B076708,076708,4,029,013,029,31,31
B056847,056847,4,065,013,065,31,41
B151300,151300,4,186,013,186,52,51
B062162,062162,4,187,013,187,52,51
B003948,003948,4,110,013,110,31,62
B001279,001279,4,002,013,002,31,23
B028932,028932,4,033,013,033,31,31
B105538,105538,4,110,013,110,31,62
B154199,154199,4,065,013,045,31,41
B154199,154199,4,045,013,045,31,41
B064777,064777,4,048,013,048,31,92
B142611,142611,4,189,013,189,52,51
B072567,072567,4,017,013,017,31,31
B118990,118990,4,029,013,029,31,31
B141798,141798,4,009,013,009,31,23
B143057,143057,4,038,013,038,31,62
B143057,143057,4,064,013,038,31,62
B138320,138320,4,128,013,128,31,31
B139076,139076,4,002,013,002,31,23
B131199,131199,4,076,013,076,31,31
B131199,131199,4,033,013,076,31,31
B153761,153761,4,046,013,046,31,46
B110698,110698,4,052,013,052,31,23
B123226,123226,4,091,013,091,31,23
B137154,137154,4,091,013,091,31,23
B020710,020710,4,091,013,091,31,23
B109568,109568,4,109,013,109,31,31
B025461,025461,4,109,013,109,31,31
B020419,020419,4,109,013,109,31,31
B018635,018635,4,109,013,109,31,31
B124532,124532,4,109,013,109,31,31
B140031,140031,4,109,013,109,31,31
B121894,121894,4,109,013,109,31,31
B126357,126357,4,190,013,190,52,51
B070491,070491,4,008,013,008,31,23
B153540,153540,4,008,013,008,31,23
B026875,026875,4,070,013,070,31,23
B015830,015830,4,070,013,070,31,23
B059021,059021,4,070,013,070,31,23
B053406,053406,4,037,013,037,31,62
B079014,079014,4,037,013,037,31,62
B082600,082600,4,037,013,037,31,62
B063282,063282,4,037,013,037,31,62
B117463,117463,4,092,013,092,31,62
B078964,078964,4,037,013,037,31,62
B030856,030856,4,037,013,037,31,62
B134686,134686,4,038,013,038,31,62
B012947,012947,4,034,013,034,31,62
B049107,049107,4,038,013,038,31,62
B030341,030341,4,109,013,109,31,31
B103284,103284,4,029,013,029,31,31
B020540,020540,4,070,013,070,31,23
B050733,050733,4,029,013,029,31,31
B131377,131377,4,038,013,038,31,62
B027219,027219,4,034,013,034,31,62
B040177,040177,4,020,013,101,31,41
B152633,152633,4,189,013,051,31,62
B012769,012769,4,110,013,110,31,62
B053821,053821,4,051,013,051,31,62
B061417,061417,4,051,013,051,31,62
B019178,019178,4,128,013,128,31,31
B039616,039616,4,094,013,094,31,41
B137685,137685,4,093,013,093,31,41
B123080,123080,4,101,013,101,31,41
B031690,031690,4,006,013,006,31,92
B131946,131946,4,041,013,041,31,41
B082023,082023,4,009,013,009,31,23
B109487,109487,4,121,013,121,31,41
B124397,124397,4,012,013,012,31,31
B123358,123358,4,012,013,012,31,31
B117226,117226,4,012,013,012,31,31
B129941,129941,4,016,013,016,31,31
B117838,117838,4,012,013,012,31,31
B032697,032697,4,012,013,012,31,31
B019496,019496,4,114,013,114,31,31
B015393,015393,4,052,013,052,31,23
B019194,019194,4,052,013,052,31,23
B141240,141240,4,120,013,120,31,23
B070505,070505,4,052,013,052,31,23
B113239,113239,4,052,013,052,31,23
B109061,109061,4,052,013,052,31,23
B144479,144479,4,120,013,120,31,23
B112461,112461,4,013,013,013,31,31
B001198,001198,4,027,013,027,31,23
B104337,104337,4,052,013,059,31,23
B032670,032670,4,052,013,052,31,23
B073059,073059,4,126,013,126,31,92
B142247,142247,4,126,013,126,31,92
B108073,108073,4,046,013,046,31,46
B129593,129593,4,109,013,109,31,31
B128198,128198,4,009,013,009,31,23
B104663,104663,4,029,013,029,31,31
B143634,143634,4,094,013,094,31,41
B140732,140732,4,045,013,045,31,41
B135909,135909,4,055,013,055,31,41
B071072,071072,4,055,013,055,31,41
B040754,040754,4,055,013,055,31,41
B136875,136875,4,021,013,021,31,62
B118249,118249,4,127,013,082,31,41
B118249,118249,4,082,013,082,31,41
B083682,083682,4,021,013,021,31,62
B040061,040061,4,041,013,041,31,41
B131695,131695,4,021,013,021,31,62
B132160,132160,4,092,013,092,31,62
B086843,086843,4,021,013,021,31,62
B108952,108952,4,021,013,021,31,62
B072575,072575,4,006,013,006,31,92
B118788,118788,4,017,013,017,31,31
B026743,026743,4,184,013,184,52,51
B150061,150061,4,184,013,184,52,51
B021806,021806,4,184,013,184,52,51
B128112,128112,4,132,013,132,31,31
B128112,128112,4,109,013,132,31,31
B122904,122904,4,065,013,065,31,41
B138339,138339,4,023,013,082,31,41
B135534,135534,4,039,013,039,31,41
B000914,000914,4,006,013,006,31,92
B025518,025518,4,052,013,052,31,23
B002534,002534,4,006,013,006,31,92
B070823,070823,4,002,013,002,31,23
B032743,032743,4,033,013,033,31,31
B104108,104108,4,033,013,033,31,31
B141356,141356,4,033,013,033,31,31
B122130,122130,4,033,013,033,31,31
B136603,136603,4,003,013,003,31,41
B070262,070262,4,033,013,033,31,31
B081302,081302,4,033,013,033,31,31
B105228,105228,4,033,013,033,31,31
B111724,111724,4,032,013,032,31,41
B103268,103268,4,033,013,033,31,31
B060992,060992,4,033,013,033,31,31
B154083,154083,4,021,013,021,31,62
B110426,110426,4,093,013,093,31,41
B039713,039713,4,101,013,101,31,41
B107158,107158,4,078,013,078,31,41
B133000,133000,4,101,013,101,31,41
B153281,153281,4,111,013,111,31,23
B005401,005401,4,111,013,111,31,23
B021369,021369,4,111,013,111,31,23
B141577,141577,4,111,013,111,31,23
B104418,104418,4,111,013,111,31,23
B016306,016306,4,111,013,111,31,23
B125857,125857,4,111,013,111,31,23
B011908,011908,4,111,013,111,31,23
B136948,136948,4,111,013,111,31,23
B100234,100234,4,111,013,111,31,23
B010871,010871,4,111,013,111,31,23
B064335,064335,4,029,013,029,31,31
B049905,049905,4,029,013,029,31,31
B031860,031860,4,029,013,029,31,31
B125024,125024,4,029,013,029,31,31
B137057,137057,4,024,013,024,31,62
B090662,090662,4,127,013,127,31,41
B129275,129275,4,114,013,114,31,31
B142123,142123,4,114,013,114,31,31
B132489,132489,4,114,013,114,31,31
B129496,129496,4,188,013,188,52,51
B071021,071021,4,114,013,114,31,31
B070963,070963,4,114,013,114,31,31
B030139,030139,4,114,013,114,31,31
B127566,127566,4,033,013,033,31,31
B002488,002488,4,114,013,114,31,31
B079677,079677,4,114,013,013,31,31
B079677,079677,4,013,013,013,31,31
B033324,033324,4,114,013,114,31,31
B130966,130966,4,187,013,187,52,51
B122637,122637,4,187,013,187,52,51
B110906,110906,4,065,013,065,31,41
B033936,033936,4,022,013,022,31,62
B056243,056243,4,092,013,092,31,62
B054836,054836,4,022,013,022,31,62
B012726,012726,4,022,013,022,31,62
B059293,059293,4,022,013,022,31,62
B049468,049468,4,022,013,022,31,62
B063436,063436,4,022,013,022,31,62
B025046,025046,4,074,013,074,31,31
B033820,033820,4,074,013,074,31,31
B117234,117234,4,074,013,074,31,31
B100943,100943,4,012,013,012,31,31
B055093,055093,4,074,013,074,31,31
B079391,079391,4,074,013,074,31,31
B151009,151009,4,094,013,094,31,41
B017477,017477,4,183,013,183,52,51
B103373,103373,4,183,013,183,52,51
B115703,115703,4,183,013,183,52,51
B026018,026018,4,176,013,176,52,51
B081272,081272,4,183,013,183,52,51
B061913,061913,4,188,013,188,52,51
B147168,147168,4,183,013,183,52,51
B064750,064750,4,035,013,035,31,62
B062219,062219,4,187,013,187,52,51
B022942,022942,4,067,013,067,31,41
B071102,071102,4,101,013,101,31,41
B071153,071153,4,067,013,067,31,41
B131660,131660,4,074,013,074,31,31
B020621,020621,4,078,013,078,31,41
B119156,119156,4,119,013,119,31,31
B128252,128252,4,119,013,119,31,31
B147737,147737,4,119,013,119,31,31
B128732,128732,4,119,013,119,31,31
B039802,039802,4,119,013,119,31,31
B028460,028460,4,119,013,119,31,31
B029467,029467,4,119,013,119,31,31
B036056,036056,4,119,013,119,31,31
B139068,139068,4,119,013,119,31,31
B114324,114324,4,119,013,119,31,31
B078360,078360,4,119,013,119,31,31
B011762,011762,4,067,013,067,31,41
B115312,115312,4,067,013,067,31,41
B079715,079715,4,021,013,021,31,62
B056367,056367,4,034,013,034,31,62
B040142,040142,4,034,013,034,31,62
B102792,102792,4,023,013,023,31,62
B040002,040002,4,034,013,034,31,62
B091553,091553,4,034,013,034,31,62
B115045,115045,4,127,013,127,31,41
B015822,015822,4,093,013,093,31,41
B121525,121525,4,093,013,093,31,41
B119415,119415,4,015,013,015,31,31
B079197,079197,4,016,013,016,31,31
B081795,081795,4,016,013,016,31,31
B027758,027758,4,012,013,012,31,31
B146072,146072,4,061,013,061,31,31
B108480,108480,4,121,013,121,31,41
B125644,125644,4,082,013,082,31,41
B149349,149349,4,121,013,121,31,41
B137103,137103,4,121,013,094,31,41
B137103,137103,4,094,013,094,31,41
B138177,138177,4,062,013,062,31,31
B140023,140023,4,062,013,062,31,31
B124176,124176,4,062,013,062,31,31
B132497,132497,4,062,013,062,31,31
B032603,032603,4,030,013,030,31,31
B102040,102040,4,078,013,078,31,41
B109606,109606,4,078,013,078,31,41
B106925,106925,4,078,013,078,31,41
B073636,073636,4,078,013,078,31,41
B018767,018767,4,039,013,039,31,41
B125946,125946,4,012,013,012,31,31
B063592,063592,4,026,013,026,31,92
B119881,119881,4,026,013,046,31,46
B119881,119881,4,046,013,046,31,46
B031070,031070,4,101,013,101,31,41
B068101,068101,4,055,013,055,31,41
B009148,009148,4,044,013,044,31,92
B069000,069000,4,055,013,055,31,41
B026506,026506,4,055,013,055,31,41
B112674,112674,4,030,013,030,31,31
B122521,122521,4,030,013,030,31,31
B067709,067709,4,030,013,030,31,31
B030635,030635,4,030,013,030,31,31
B020389,020389,4,030,013,030,31,31
B012858,012858,4,030,013,030,31,31
B060410,060410,4,030,013,030,31,31
B063541,063541,4,020,013,020,31,62
B153214,153214,4,024,013,024,31,62
B149853,149853,4,044,013,044,31,92
B130214,130214,4,109,013,109,31,31
B144207,144207,4,051,013,051,31,62
B032565,032565,4,021,013,021,31,62
B107328,107328,4,064,013,064,31,62
B141518,141518,4,126,013,126,31,92
B050873,050873,4,035,013,035,31,62
B023035,023035,4,061,013,061,31,31
B086401,086401,4,061,013,061,31,31
B149837,149837,4,092,013,092,31,62
B149837,149837,4,022,013,092,31,62
B076570,076570,4,061,013,061,31,31
B061328,061328,4,061,013,061,31,31
B002186,002186,4,012,013,012,31,31
B072001,072001,4,015,013,015,31,31
B122181,122181,4,015,013,015,31,31
B038016,038016,4,015,013,015,31,31
B029882,029882,4,012,013,012,31,31
B142115,142115,4,016,013,016,31,31
B025763,025763,4,015,013,015,31,31
B115150,115150,4,092,013,092,31,62
B118265,118265,4,037,013,037,31,62
B117749,117749,4,092,013,092,31,62
B067016,067016,4,021,013,092,31,62
B067016,067016,4,092,013,092,31,62
B054267,054267,4,092,013,092,31,62
B019798,019798,4,092,013,092,31,62
B114812,114812,4,092,013,092,31,62
B054860,054860,4,007,013,112,31,23
B027960,027960,4,007,013,007,31,23
B021288,021288,4,007,013,007,31,23
B043311,043311,4,007,013,007,31,23
B012807,012807,4,007,013,007,31,23
B067199,067199,4,007,013,007,31,23
B114944,114944,4,012,013,012,31,31
B066796,066796,4,112,013,112,31,23
B082147,082147,4,112,013,112,31,23
B084263,084263,4,008,013,008,31,23
B117668,117668,4,007,013,007,31,23
B138738,138738,4,112,013,112,31,23
B017418,017418,4,112,013,112,31,23
B011894,011894,4,112,013,112,31,23
B105724,105724,4,186,013,186,52,51
B031372,031372,4,006,013,006,31,92
B059250,059250,4,006,013,006,31,92
B055824,055824,4,013,013,013,31,31
B125830,125830,4,074,013,074,31,31
B063274,063274,4,013,013,013,31,31
B142050,142050,4,128,013,128,31,31
B142050,142050,4,013,013,128,31,31
B036161,036161,4,013,013,013,31,31
B052779,052779,4,012,013,012,31,31
B080438,080438,4,027,013,027,31,23
B066680,066680,4,027,013,027,31,23
B078875,078875,4,027,013,027,31,23
B081337,081337,4,027,013,027,31,23
B082570,082570,4,027,013,027,31,23
B082260,082260,4,027,013,027,31,23
B011096,011096,4,027,013,027,31,23
B026751,026751,4,027,013,027,31,23
B105597,105597,4,186,013,186,52,51
B031151,031151,4,012,013,012,31,31
B154555,154555,4,070,013,070,31,23
B128171,128171,4,120,013,052,31,23
B128171,128171,4,052,013,052,31,23
B008869,008869,4,070,013,070,31,23
B028371,028371,4,070,013,070,31,23
B015474,015474,4,120,013,120,31,23
B024082,024082,4,059,013,059,31,23
B068233,068233,4,003,013,003,31,41
B128082,128082,4,003,013,003,31,41
B075507,075507,4,003,013,003,31,41
B136549,136549,4,003,013,003,31,41
B080330,080330,4,003,013,003,31,41
B057657,057657,4,039,013,039,31,41
B028959,028959,4,055,013,055,31,41
B080160,080160,4,065,013,065,31,41
B020400,020400,4,039,013,039,31,41
B046035,046035,4,129,013,129,31,93
U153788,153788,4,046,013,060,31,46
B136867,136867,4,120,013,120,31,23
B029157,029157,4,120,013,120,31,23
B110086,110086,4,120,013,120,31,23
B020494,020494,4,115,013,055,31,41
B057118,057118,4,118,013,118,31,31
B111759,111759,4,006,013,006,31,92
B138029,138029,4,130,013,130,31,23
B087327,087327,4,118,013,118,31,31
B130818,130818,4,002,013,002,31,23
B119563,119563,4,118,013,118,31,31
B038067,038067,4,030,013,030,31,31
B112062,112062,4,118,013,118,31,31
B056669,056669,4,118,013,118,31,31
B150924,150924,4,055,013,055,31,41
B150924,150924,4,101,013,055,31,41
B100129,100129,4,055,013,055,31,41
B062529,062529,4,029,013,029,31,31
B015202,015202,4,046,013,046,31,46
B101893,101893,4,046,013,046,31,46
B153796,153796,4,001,013,001,31,23
B123196,123196,4,001,013,001,31,23
B062642,062642,4,001,013,001,31,23
B074462,074462,4,001,013,001,31,23
B125245,125245,4,059,013,059,31,23
B162116,162116,4,032,013,032,31,41
B156000,156000,4,130,013,130,31,23
B156922,156922,4,044,013,044,31,92
B130222,130222,4,038,013,038,31,62
B148288,148288,4,044,013,055,31,41
Y132314,132314,4,046,013,046,31,46
B114308,114308,4,026,013,026,31,92
B081175,081175,4,026,013,026,31,92
B104531,104531,4,036,013,036,31,62
B141089,141089,4,026,013,026,31,92
B132756,132756,4,026,013,026,31,92
B135984,135984,4,046,013,046,31,46
B040746,040746,4,048,013,048,31,92
B070009,070009,4,048,013,048,31,92
B019305,019305,4,048,013,048,31,92
B015571,015571,4,048,013,048,31,92
U092495,092495,4,048,013,048,31,92
B120367,120367,4,048,013,048,31,92
B032158,032158,4,048,013,048,31,92
B002070,002070,4,048,013,048,31,92
B127833,127833,4,048,013,048,31,92
B128643,128643,4,048,013,048,31,92
B142255,142255,4,078,013,078,31,41
B115592,115592,4,035,013,035,31,62
B154709,154709,4,112,013,112,31,23
B029386,029386,4,119,013,119,31,31
B106291,106291,4,046,013,046,31,46
B148091,148091,4,046,013,046,31,46
B022241,022241,4,020,013,020,31,62
B501522,501522,4,287,013,287,26,81
B501076,501076,4,287,013,287,26,81
B500471,500471,4,287,013,287,26,81
B139882,139882,4,176,013,176,52,51
B061700,061700,4,180,013,180,52,51
B010022,010022,4,004,013,004,31,92
B128910,128910,4,021,013,021,31,62
B111066,111066,4,024,013,037,31,62
B111066,111066,4,037,013,037,31,62
B128104,128104,4,051,013,051,31,62
B156531,156531,4,055,013,033,31,31
B030597,030597,4,051,013,051,31,62
B155535,155535,4,005,013,005,31,23
B141038,141038,4,112,013,112,31,23
B112119,112119,4,046,013,046,31,46
B137367,137367,4,183,013,183,52,51
B149063,149063,4,189,013,189,52,51
B139181,139181,4,184,013,184,52,51
B050938,050938,4,082,013,082,31,41
B138886,138886,4,181,013,181,52,51
B084948,084948,4,064,013,064,31,62
B110507,110507,4,051,013,051,31,62
B081809,081809,4,029,013,029,31,31
B132705,132705,4,009,013,009,31,23
B132357,132357,4,070,013,070,31,23
U155373,155373,4,190,013,190,52,51
B026069,026069,4,183,013,183,52,51
B026069,026069,4,188,013,183,52,51
B154954,154954,4,012,013,012,31,31
B078425,078425,4,008,013,008,31,23
B070688,070688,4,008,013,008,31,23
B107972,107972,4,028,013,067,31,41
B107972,107972,4,067,013,067,31,41
B027022,027022,4,015,013,015,31,31
B028770,028770,4,021,013,021,31,62
B031100,031100,4,032,013,032,31,41
B118281,118281,4,046,013,046,31,46
B119911,119911,4,115,013,055,31,41
B012211,012211,4,041,013,110,31,62
B059927,059927,4,130,013,130,31,23
B140678,140678,4,028,013,028,31,41
B145610,145610,4,021,013,021,31,62
B145610,145610,4,092,013,021,31,62
B130230,130230,4,065,013,065,31,41
B021822,021822,4,024,013,024,31,62
B122114,122114,4,036,013,036,31,62
B148768,148768,4,176,013,176,52,51
B111163,111163,4,039,013,039,31,41
B153303,153303,4,180,013,180,52,51
B151068,151068,4,179,013,179,52,51
B087297,087297,4,041,013,041,31,41
B136999,136999,4,034,013,034,31,62
B147435,147435,4,035,013,035,31,62
B071862,071862,4,094,013,020,31,62
B071862,071862,4,020,013,020,31,62
B123110,123110,4,041,013,041,31,41
B107751,107751,4,035,013,035,31,62
B062685,062685,4,012,013,030,31,31
B062685,062685,4,030,013,030,31,31
B029688,029688,4,023,013,023,31,62
U115495,115495,4,295,013,295,31,0
B119873,119873,4,186,013,186,52,51
B126683,126683,4,091,013,059,31,23
B029068,029068,4,091,013,059,31,23
B029068,029068,4,059,013,059,31,23
B144193,144193,4,033,013,033,31,31
B146722,146722,4,061,013,061,31,31
B054445,054445,4,070,013,070,31,23
B041572,041572,4,008,013,008,31,23
B010340,010340,4,037,013,037,31,62
B086002,086002,4,034,013,034,31,62
